Iteration;Amplitude
958;1,47693
959;1,46896
960;1,45845
961;1,44919
962;1,43766
963;1,43577
964;1,42663
965;1,41647
966;1,41185
967;1,40995
968;1,40063
969;1,3996
970;1,39069
971;1,39548
972;1,3897
973;1,39128
974;1,39029
975;1,39908
976;1,39774
977;1,40261
978;1,40466
979;1,41248
980;1,42083
981;1,42578
982;1,43788
983;1,43913
984;1,44934
985;1,45447
986;1,4634
987;1,47244
988;1,48082
989;1,48815
990;1,49788
991;1,50534
992;1,51533
993;1,51947
994;1,53818
995;1,54676
996;1,54806
997;1,56128
998;1,57748
999;1,57617
1000;1,58647
1001;1,58969
1002;1,60657
1003;1,61274
1004;1,62583
1005;1,63415
1006;1,64535
1007;1,65509
1008;1,65929
1009;1,67077
1010;1,68416
1011;1,68698
1012;1,70149
1013;1,70802
1014;1,72066
1015;1,7283
1016;1,73412
1017;1,74351
1018;1,75051
1019;1,76383
1020;1,77344
1021;1,77503
1022;1,78963
1023;1,79805
1024;1,80717
1025;1,81687
1026;1,82191
1027;1,82779
1028;1,82784
1029;1,83966
1030;1,84007
1031;1,84554
1032;1,84413
1033;1,84707
1034;1,84198
1035;1,83709
1036;1,84079
1037;1,83579
1038;1,83422
1039;1,82187
1040;1,81368
1041;1,80635
1042;1,80179
1043;1,79665
1044;1,78445
1045;1,77767
1046;1,77537
1047;1,7677
1048;1,76062
1049;1,74788
1050;1,73529
1051;1,73688
1052;1,72398
1053;1,71622
1054;1,70611
1055;1,6998
1056;1,68801
1057;1,67764
1058;1,66846
1059;1,66353
1060;1,65823
1061;1,64874
1062;1,64072
1063;1,6286
1064;1,6199
1065;1,60945
1066;1,59213
1067;1,58507
1068;1,58126
1069;1,56842
1070;1,55883
1071;1,55443
1072;1,53657
1073;1,52695
1074;1,51708
1075;1,50984
1076;1,50425
1077;1,49387
1078;1,49192
1079;1,47699
1080;1,46929
1081;1,45489
1082;1,4531
1083;1,44101
1084;1,43388
1085;1,42629
1086;1,41422
1087;1,41197
1088;1,40678
1089;1,40417
1090;1,39582
1091;1,39386
1092;1,39091
1093;1,39915
1094;1,40109
1095;1,40322
1096;1,40571
1097;1,41294
1098;1,4097
1099;1,41906
1100;1,42796
1101;1,43412
1102;1,44099
1103;1,44312
1104;1,45993
1105;1,46132
1106;1,46996
1107;1,47543
1108;1,48339
1109;1,49716
1110;1,50149
1111;1,51027
1112;1,51859
1113;1,52898
1114;1,54028
1115;1,55063
1116;1,56224
1117;1,56443
1118;1,57906
1119;1,58574
1120;1,59632
1121;1,6098
1122;1,62087
1123;1,62643
1124;1,62863
1125;1,64136
1126;1,65196
1127;1,66027
1128;1,66586
1129;1,67702
1130;1,68896
1131;1,69771
1132;1,70782
1133;1,71666
1134;1,72653
1135;1,73421
1136;1,74148
1137;1,75739
1138;1,76065
1139;1,76905
1140;1,78156
1141;1,78723
1142;1,7965
1143;1,81087
1144;1,82349
1145;1,82596
1146;1,83461
1147;1,84659
1148;1,84953
1149;1,8506
1150;1,85331
1151;1,86131
1152;1,85823
1153;1,85135
1154;1,85525
1155;1,85075
1156;1,85087
1157;1,84418
1158;1,83955
1159;1,83481
1160;1,83278
1161;1,81967
1162;1,81709
1163;1,80934
1164;1,80571
1165;1,80006
1166;1,78501
1167;1,77888
1168;1,77459
1169;1,76146
1170;1,75634
1171;1,75048
1172;1,73644
1173;1,72901
1174;1,72509
1175;1,71092
1176;1,70356
1177;1,69244
1178;1,68224
1179;1,68463
1180;1,66277
1181;1,66194
1182;1,65311
1183;1,64313
1184;1,63395
1185;1,62084
1186;1,6117
1187;1,60094
1188;1,59357
1189;1,58836
1190;1,58016
1191;1,56848
1192;1,56148
1193;1,55379
1194;1,54871
1195;1,53367
1196;1,51869
1197;1,51975
1198;1,50546
1199;1,49381
1200;1,48802
1201;1,47976
1202;1,47004
1203;1,45898
1204;1,45373
1205;1,44197
1206;1,43578
1207;1,43085
1208;1,42961
1209;1,42135
1210;1,41572
1211;1,41865
1212;1,41752
1213;1,42355
1214;1,41875
1215;1,42026
1216;1,41892
1217;1,42708
1218;1,432
1219;1,43822
1220;1,44448
1221;1,44827
1222;1,46232
1223;1,46386
1224;1,47443
1225;1,47931
1226;1,48899
1227;1,49831
1228;1,50558
1229;1,5147
1230;1,51521
1231;1,53156
1232;1,538
1233;1,54294
1234;1,55475
1235;1,5661
1236;1,57559
1237;1,58302
1238;1,59674
1239;1,60762
1240;1,61019
1241;1,61904
1242;1,63176
1243;1,63297
1244;1,65077
1245;1,66024
1246;1,66565
1247;1,6761
1248;1,68575
1249;1,69137
1250;1,70251
1251;1,7115
1252;1,72486
1253;1,7295
1254;1,74243
1255;1,75351
1256;1,75987
1257;1,76763
1258;1,78076
1259;1,78567
1260;1,79543
1261;1,80621
1262;1,8169
1263;1,82591
1264;1,83579
1265;1,84419
1266;1,85465
1267;1,8591
1268;1,86566
1269;1,86844
1270;1,87139
1271;1,87606
1272;1,87295
1273;1,87194
1274;1,87185
1275;1,8722
1276;1,8653
1277;1,86332
1278;1,86166
1279;1,85326
1280;1,84518
1281;1,84836
1282;1,84341
1283;1,83261
1284;1,8207
1285;1,81594
1286;1,81092
1287;1,8032
1288;1,79305
1289;1,78783
1290;1,77701
1291;1,7652
1292;1,75588
1293;1,74629
1294;1,7405
1295;1,73
1296;1,7217
1297;1,71399
1298;1,70272
1299;1,69359
1300;1,68064
1301;1,67444
1302;1,66788
1303;1,65546
1304;1,64926
1305;1,64182
1306;1,62922
1307;1,62434
1308;1,61532
1309;1,59786
1310;1,59348
1311;1,58082
1312;1,571
1313;1,56331
1314;1,54878
1315;1,54474
1316;1,53699
1317;1,52874
1318;1,51454
1319;1,50708
1320;1,49907
1321;1,49206
1322;1,48528
1323;1,47673
1324;1,47126
1325;1,45537
1326;1,44747
1327;1,44703
1328;1,439
1329;1,43264
1330;1,43762
1331;1,42999
1332;1,42471
1333;1,4288
1334;1,42772
1335;1,43055
1336;1,43161
1337;1,44229
1338;1,43673
1339;1,44731
1340;1,45494
1341;1,46506
1342;1,47026
1343;1,47545
1344;1,48176
1345;1,4919
1346;1,50007
1347;1,50901
1348;1,51553
1349;1,52312
1350;1,52972
1351;1,5484
1352;1,55733
1353;1,56237
1354;1,56472
1355;1,57626
1356;1,59206
1357;1,59989
1358;1,60816
1359;1,61907
1360;1,62948
1361;1,64068
1362;1,64378
1363;1,6587
1364;1,66631
1365;1,67264
1366;1,68104
1367;1,69064
1368;1,70219
1369;1,71448
1370;1,72009
1371;1,72575
1372;1,74077
1373;1,74649
1374;1,75767
1375;1,7643
1376;1,77633
1377;1,78125
1378;1,79456
1379;1,79995
1380;1,81187
1381;1,81516
1382;1,82701
1383;1,84029
1384;1,84853
1385;1,85163
1386;1,86291
1387;1,8724
1388;1,87719
1389;1,88162
1390;1,8844
1391;1,88143
1392;1,8778
1393;1,88612
1394;1,88681
1395;1,88217
1396;1,87428
1397;1,87524
1398;1,87341
1399;1,86128
1400;1,8561
1401;1,84711
1402;1,84767
1403;1,83498
1404;1,82916
1405;1,82745
1406;1,82054
1407;1,81108
1408;1,80535
1409;1,79519
1410;1,78258
1411;1,77278
1412;1,77011
1413;1,75519
1414;1,75297
1415;1,73436
1416;1,72811
1417;1,72115
1418;1,70596
1419;1,70314
1420;1,69072
1421;1,68185
1422;1,6702
1423;1,65712
1424;1,65294
1425;1,64886
1426;1,63223
1427;1,62564
1428;1,61641
1429;1,60703
1430;1,59458
1431;1,59103
1432;1,57944
1433;1,56898
1434;1,55986
1435;1,55566
1436;1,54342
1437;1,53078
1438;1,52066
1439;1,51279
1440;1,50872
1441;1,49093
1442;1,4874
1443;1,4776
1444;1,46622
1445;1,45863
1446;1,44854
1447;1,44468
1448;1,4439
1449;1,43588
1450;1,43392
1451;1,43252
1452;1,43538
1453;1,4387
1454;1,43605
1455;1,44038
1456;1,44158
1457;1,44248
1458;1,45423
1459;1,45164
1460;1,46098
1461;1,46446
1462;1,47207
1463;1,48395
1464;1,48974
1465;1,49837
1466;1,50252
1467;1,515
1468;1,51951
1469;1,53084
1470;1,53874
1471;1,54761
1472;1,55974
1473;1,56683
1474;1,57362
1475;1,57738
1476;1,5828
1477;1,60035
1478;1,60805
1479;1,61121
1480;1,61732
1481;1,6365
1482;1,64287
1483;1,65081
1484;1,65977
1485;1,67394
1486;1,67876
1487;1,69143
1488;1,70035
1489;1,70497
1490;1,71532
1491;1,72952
1492;1,74037
1493;1,74696
1494;1,75463
1495;1,76652
1496;1,76921
1497;1,78372
1498;1,79288
1499;1,80176
1500;1,8139
1501;1,82273
1502;1,82833
1503;1,83437
1504;1,84749
1505;1,85268
1506;1,85801
1507;1,86814
1508;1,87102
1509;1,87062
1510;1,88415
1511;1,8798
1512;1,88192
1513;1,87946
1514;1,8753
1515;1,87612
1516;1,87271
1517;1,87265
1518;1,86634
1519;1,86253
1520;1,85646
1521;1,85082
1522;1,84606
1523;1,83638
1524;1,83066
1525;1,82521
1526;1,81341
1527;1,80934
1528;1,80313
1529;1,78807
1530;1,7796
1531;1,77319
1532;1,76576
1533;1,75634
1534;1,74486
1535;1,73969
1536;1,73035
1537;1,72147
1538;1,71165
1539;1,70319
1540;1,69388
1541;1,68327
1542;1,67268
1543;1,66803
1544;1,65327
1545;1,65002
1546;1,64247
1547;1,63103
1548;1,62343
1549;1,61196
1550;1,59984
1551;1,59348
1552;1,58247
1553;1,57448
1554;1,56089
1555;1,5557
1556;1,5447
1557;1,53334
1558;1,52329
1559;1,51803
1560;1,50448
1561;1,50431
1562;1,488
1563;1,47873
1564;1,4764
1565;1,46392
